context: -HALF- response:	Insert
context: hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun response:	It's already begun
context: being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita response:	yume nara takusan mita
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	I've dreamed of our meeting so often
context: mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	sameta mama
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama response:	Now I'm awake
context: yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake response:	sameta mama
context: yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama response:	sameta mama
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake response:	demo mada aitai
context: I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai response:	And still I want to see you
context: sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you response:	And still I want to see you
context: Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	demo mada aitai
context: Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you response:	And still I want to see you
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	kimi ga sou saseta
context: And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
