context: Intro response:	Things got pretty crazy yesterday, didn't they?
context: Huh?\Fushima Park?\Sure.\I'm free tomorrow.\Um, thank you!\I'm so glad you're coming along.\I didn't really want to go alone...\Yeah. response:	Let's meet up over there.
context: Fushima Park?\Sure.\I'm free tomorrow.\Um, thank you!\I'm so glad you're coming along.\I didn't really want to go alone...\Yeah.\Let's meet up over there. response:	In truth, I wanted to go with Maou...
context: Sure.\I'm free tomorrow.\Um, thank you!\I'm so glad you're coming along.\I didn't really want to go alone...\Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou... response:	Hello?
context: I'm free tomorrow.\Um, thank you!\I'm so glad you're coming along.\I didn't really want to go alone...\Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou...\Hello? response:	The Overlord's planning on harvesting magic at Fushima Park tomorrow.
context: Um, thank you!\I'm so glad you're coming along.\I didn't really want to go alone...\Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow. response:	Huh?
context: I'm so glad you're coming along.\I didn't really want to go alone...\Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh? response:	But I heard he was going there to help out another restaurant.
context: I didn't really want to go alone...\Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant. response:	So you've already heard?
context: Yeah.\Let's meet up over there.\In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant.\So you've already heard? response:	Yeah, from Chiho.
context: Let's meet up over there.\In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho. response:	She invited me to go, so I'm doing just that.
context: In truth, I wanted to go with Maou...\Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that. response:	Besides, you said harvesting, but it's just a recreational facility.
context: Hello?\The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility. response:	What are we supposed to do about that?
context: The Overlord's planning on harvesting magic at Fushima Park tomorrow.\Huh?\But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that? response:	You're as naive as ever.
context: Huh?\But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever. response:	I want to see it with my own eyes.
context: But I heard he was going there to help out another restaurant.\So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes. response:	Let me come along with you.
context: So you've already heard?\Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you. response:	Got it.
context: Yeah, from Chiho.\She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you.\Got it. response:	I'll tell Chiho that you're coming too.
context: She invited me to go, so I'm doing just that.\Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you.\Got it.\I'll tell Chiho that you're coming too. response:	Why would Emilia...
context: Besides, you said harvesting, but it's just a recreational facility.\What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you.\Got it.\I'll tell Chiho that you're coming too.\Why would Emilia... response:	I'm Maou Sadao from the Hatagaya Station branch.
context: What are we supposed to do about that?\You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you.\Got it.\I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch. response:	Pleased to meet you.
context: You're as naive as ever.\I want to see it with my own eyes.\Let me come along with you.\Got it.\I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you. response:	I've heard about you from Kisaki.
context: I want to see it with my own eyes.\Let me come along with you.\Got it.\I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki. response:	She said you're rather capable.
context: Let me come along with you.\Got it.\I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable. response:	I'll try my hardest to meet your expectations.
context: Got it.\I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations. response:	Well, things'll probably get very busy today,
context: I'll tell Chiho that you're coming too.\Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today, response:	so do your best, everyone!
context: Why would Emilia...\I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone! response:	Yes, ma'am!
context: I'm Maou Sadao from the Hatagaya Station branch.\Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am! response:	Oh, Yusa!
context: Pleased to meet you.\I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am!\Oh, Yusa! response:	Sorry. Did you wait long?
context: I've heard about you from Kisaki.\She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long? response:	Not at all.
context: She said you're rather capable.\I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long?\Not at all. response:	Hello, Suzuno.
context: I'll try my hardest to meet your expectations.\Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long?\Not at all.\Hello, Suzuno. response:	I'll be in your care today, Chiho.
context: Well, things'll probably get very busy today,\so do your best, everyone!\Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long?\Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho. response:	Considering this is my first visit to an amusement park and all,
context: so do your best, everyone!\Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long?\Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all, response:	I'd like it if you could teach me its ways.
context: Yes, ma'am!\Oh, Yusa!\Sorry. Did you wait long?\Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways. response:	You can count on me!
context: Oh, Yusa!\Sorry. Did you wait long?\Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me! response:	Thanks for waiting!
context: Sorry. Did you wait long?\Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting! response:	What?!
context: Not at all.\Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting!\What?! response:	Here are your special one-pounders!
context: Hello, Suzuno.\I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting!\What?!\Here are your special one-pounders! response:	Wow!
context: I'll be in your care today, Chiho.\Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting!\What?!\Here are your special one-pounders!\Wow! response:	You look so mature, Yusa!
context: Considering this is my first visit to an amusement park and all,\I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting!\What?!\Here are your special one-pounders!\Wow!\You look so mature, Yusa! response:	Here are your MgTunas!
context: I'd like it if you could teach me its ways.\You can count on me!\Thanks for waiting!\What?!\Here are your special one-pounders!\Wow!\You look so mature, Yusa!\Here are your MgTunas! response:	Chiho...
context: You can count on me!\Thanks for waiting!\What?!\Here are your special one-pounders!\Wow!\You look so mature, Yusa!\Here are your MgTunas!\Chiho... response:	Yes?
context: Thanks for waiting!\What?!\Here are your special one-pounders!\Wow!\You look so mature, Yusa!\Here are your MgTunas!\Chiho...\Yes? response:	You're 16 now... right?
context: What?!\Here are your special one-pounders!\Wow!\You look so mature, Yusa!\Here are your MgTunas!\Chiho...\Yes?\You're 16 now... right? response:	That's right.
context: Here are your special one-pounders!\Wow!\You look so mature, Yusa!\Here are your MgTunas!\Chiho...\Yes?\You're 16 now... right?\That's right. response:	Damn it all!
context: Wow!\You look so mature, Yusa!\Here are your MgTunas!\Chiho...\Yes?\You're 16 now... right?\That's right.\Damn it all! response:	What's wrong?
context: You look so mature, Yusa!\Here are your MgTunas!\Chiho...\Yes?\You're 16 now... right?\That's right.\Damn it all!\What's wrong? response:	Huh?
context: Here are your MgTunas!\Chiho...\Yes?\You're 16 now... right?\That's right.\Damn it all!\What's wrong?\Huh? response:	Oh...
context: Chiho...\Yes?\You're 16 now... right?\That's right.\Damn it all!\What's wrong?\Huh?\Oh... response:	I was just thinking you were massive...ly cute!
context: Yes?\You're 16 now... right?\That's right.\Damn it all!\What's wrong?\Huh?\Oh...\I was just thinking you were massive...ly cute! response:	Really?!
context: You're 16 now... right?\That's right.\Damn it all!\What's wrong?\Huh?\Oh...\I was just thinking you were massive...ly cute!\Really?! response:	I wonder if Maou will feel the same way.
context: That's right.\Damn it all!\What's wrong?\Huh?\Oh...\I was just thinking you were massive...ly cute!\Really?!\I wonder if Maou will feel the same way. response:	My apologies for the wait.
context: Damn it all!\What's wrong?\Huh?\Oh...\I was just thinking you were massive...ly cute!\Really?!\I wonder if Maou will feel the same way.\My apologies for the wait. response:	Shall we be on our way, then?
context: What's wrong?\Huh?\Oh...\I was just thinking you were massive...ly cute!\Really?!\I wonder if Maou will feel the same way.\My apologies for the wait.\Shall we be on our way, then? response:	What's wrong, you two?
