context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey!\Don't take me lightly,\you brat. response:	Wha
context: N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey!\Don't take me lightly,\you brat.\Wha response:	S-Stop it!
context: I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey!\Don't take me lightly,\you brat.\Wha\S-Stop it! response:	Are you okay, Isobe?
context: I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey!\Don't take me lightly,\you brat.\Wha\S-Stop it!\Are you okay, Isobe? response:	S-Sir?
context: We're leaving.\What's up with you? Hey!\Don't take me lightly,\you brat.\Wha\S-Stop it!\Are you okay, Isobe?\S-Sir? response:	Wha
context: What's up with you? Hey!\Don't take me lightly,\you brat.\Wha\S-Stop it!\Are you okay, Isobe?\S-Sir?\Wha response:	What the heck do you think you're doing?
context: Don't take me lightly,\you brat.\Wha\S-Stop it!\Are you okay, Isobe?\S-Sir?\Wha\What the heck do you think you're doing? response:	He's a human for crying out loud. Be careful!
context: you brat.\Wha\S-Stop it!\Are you okay, Isobe?\S-Sir?\Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful! response:	Stop yelling into my ears!
context: Wha\S-Stop it!\Are you okay, Isobe?\S-Sir?\Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears! response:	You've got guts ordering me around without doing any work yourself!
context: S-Stop it!\Are you okay, Isobe?\S-Sir?\Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself! response:	I'm here to work!
context: Are you okay, Isobe?\S-Sir?\Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work! response:	That's the reason why we're in town!
context: S-Sir?\Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town! response:	U-Um... Could you not quarrel here...
context: Wha\What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here... response:	I didn't come to town to eat ice cream with you!
context: What the heck do you think you're doing?\He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you! response:	I'm here to look for Urashima Kotarou!
context: He's a human for crying out loud. Be careful!\Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou! response:	Well, what a surprise, same here!
context: Stop yelling into my ears!\You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here! response:	U-Um, what do you need me for?
context: You've got guts ordering me around without doing any work yourself!\I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for? response:	Huh.
context: I'm here to work!\That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for?\Huh. response:	Huh.
context: That's the reason why we're in town!\U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for?\Huh.\Huh. response:	I-I'm Urashima Kotarou.
context: U-Um... Could you not quarrel here...\I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for?\Huh.\Huh.\I-I'm Urashima Kotarou. response:	On the third day of her job as Earth Deity, she found her target.
context: I didn't come to town to eat ice cream with you!\I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for?\Huh.\Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target. response:	This can only mean...
context: I'm here to look for Urashima Kotarou!\Well, what a surprise, same here!\U-Um, what do you need me for?\Huh.\Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean... response:	So this is what deities who tie people's fates do!
context: Well, what a surprise, same here!\U-Um, what do you need me for?\Huh.\Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean...\So this is what deities who tie people's fates do! response:	Sorry for the wait, Kotarou-kun.
context: U-Um, what do you need me for?\Huh.\Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean...\So this is what deities who tie people's fates do!\Sorry for the wait, Kotarou-kun. response:	And sorry for calling you out here so suddenly.
context: Huh.\Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean...\So this is what deities who tie people's fates do!\Sorry for the wait, Kotarou-kun.\And sorry for calling you out here so suddenly. response:	Uh...
context: Huh.\I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean...\So this is what deities who tie people's fates do!\Sorry for the wait, Kotarou-kun.\And sorry for calling you out here so suddenly.\Uh... response:	Also, sorry for the ruckus at the restaurant earlier.
context: I-I'm Urashima Kotarou.\On the third day of her job as Earth Deity, she found her target.\This can only mean...\So this is what deities who tie people's fates do!\Sorry for the wait, Kotarou-kun.\And sorry for calling you out here so suddenly.\Uh...\Also, sorry for the ruckus at the restaurant earlier. response:	Y-You don't need to bow!
