context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send! response:	Wonderful! A serialization.
context: Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization. response:	She says we've got talent!
context: Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization.\She says we've got talent! response:	Right!
context: you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization.\She says we've got talent!\Right! response:	We'll get an anime this time, for Saiko and Azuki's sake!
context: Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization.\She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake! response:	And we're getting married!
context: All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization.\She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married! response:	Yeah.
context: As of issue 12, Hirameki Tanto-kun will be serialized!\Send!\Wonderful! A serialization.\She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah. response:	You're coming over tomorrow, right?
context: Send!\Wonderful! A serialization.\She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah.\You're coming over tomorrow, right? response:	Let's practice greeting my parents.
context: Wonderful! A serialization.\She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents. response:	Well, uh, we might have a meeting tomorrow...
context: She says we've got talent!\Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow... response:	Just get to practicing already!
context: Right!\We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already! response:	Well, you don't have to if you think you'll be fine on the fly.
context: We'll get an anime this time, for Saiko and Azuki's sake!\And we're getting married!\Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly. response:	I'm counting on you, too, Mashiro.
context: And we're getting married!\Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro. response:	If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!
context: Yeah.\You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance! response:	You can't say there aren't any newbies involved in this. Akina is a complete amateur.
context: You're coming over tomorrow, right?\Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur. response:	Right. Whether you're a veteran or a newbie, a good manga is a good manga.
context: Let's practice greeting my parents.\Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur.\Right. Whether you're a veteran or a newbie, a good manga is a good manga. response:	Quality trumps all.
context: Well, uh, we might have a meeting tomorrow...\Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur.\Right. Whether you're a veteran or a newbie, a good manga is a good manga.\Quality trumps all. response:	So nothing else matters, as long as it's good?
context: Just get to practicing already!\Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur.\Right. Whether you're a veteran or a newbie, a good manga is a good manga.\Quality trumps all.\So nothing else matters, as long as it's good? response:	Then I'll ask Oda to draw something!
context: Well, you don't have to if you think you'll be fine on the fly.\I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur.\Right. Whether you're a veteran or a newbie, a good manga is a good manga.\Quality trumps all.\So nothing else matters, as long as it's good?\Then I'll ask Oda to draw something! response:	You'd just be a copycat!
context: I'm counting on you, too, Mashiro.\If someone as good as Niizuma is allowed to have two manga, newbies won't stand a chance!\You can't say there aren't any newbies involved in this. Akina is a complete amateur.\Right. Whether you're a veteran or a newbie, a good manga is a good manga.\Quality trumps all.\So nothing else matters, as long as it's good?\Then I'll ask Oda to draw something!\You'd just be a copycat! response:	Shut up, all of you!
