context: Father, please speak. response:	I am giving you a golden lotus.
context: I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day. response:	You need to pick a time to drink and unwind? How boring.
context: am just an accessory.\I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring. response:	Yes.
context: I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes. response:	- Princess. - Go on.
context: You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on. response:	Report, Ghost Lord.
context: Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on.\Report, Ghost Lord. response:	Celestial Realm's Second Prince has brought this year's gift.
context: No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift. response:	He is waiting at the side palace hall.
context: Normally, at this time in the Celestial Realm, I practice my lessons.\Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall. response:	Gift?
context: Let's save the chat for another day.\You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift? response:	It's said to be Heavenly Lord's birthday.
context: You need to pick a time to drink and unwind? How boring.\Yes.\- Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday. response:	It's a gift to the lords of the four seas and Ghost Realm under his rule.
context: Yes.\- Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule. response:	That old man.
context: - Princess. - Go on.\Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man. response:	Every year on his birthday, he gifts the entire world.
context: Report, Ghost Lord.\Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world. response:	Does he really think
context: Celestial Realm's Second Prince has brought this year's gift.\He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world.\Does he really think response:	I am like the Water Kings of the four seas who bow before him?
context: He is waiting at the side palace hall.\Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him? response:	It's been 300,000 years.
context: Gift?\It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years. response:	His Celestial Tribe has ruled over this world for much too long.
context: It's said to be Heavenly Lord's birthday.\It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long. response:	It is time for a change.
context: It's a gift to the lords of the four seas and Ghost Realm under his rule.\That old man.\Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change. response:	Drive them out.
context: That old man.\Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out. response:	Yes.
context: Every year on his birthday, he gifts the entire world.\Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out.\Yes. response:	Enough.
context: Does he really think\I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out.\Yes.\Enough. response:	You may all go.
context: I am like the Water Kings of the four seas who bow before him?\It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out.\Yes.\Enough.\You may all go. response:	Report, Father.
context: It's been 300,000 years.\His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out.\Yes.\Enough.\You may all go.\Report, Father. response:	Qing Cang of the Ghost Tribe does not know what is good for him.
context: His Celestial Tribe has ruled over this world for much too long.\It is time for a change.\Drive them out.\Yes.\Enough.\You may all go.\Report, Father.\Qing Cang of the Ghost Tribe does not know what is good for him. response:	Not only did he not accept the gift...
