context: Huh? response:	The bread I'd bought is gone and has been replaced by three 100-yen coins.
context: You were found by Emiya Kiritsugu as you were alone in the flames, waiting to die.\How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine. response:	It would be child's play to grant you your wish.
context: How you must have suffered, being made his son solely for the purpose of the next war\and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish. response:	You speak nonsense, Caster!
context: and having magic forced upon you.\No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster! response:	The Grail will not appear until but one Servant remains!
context: No way... Emiya-kun? Is that true?\Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains! response:	No, there is a way to claim the Grail without fighting.
context: Yes, the Grail has always been a hated enemy to you.\It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting. response:	As a Caster, I can sense the inner workings of the Grail.
context: It is for that very reason that you have every right\to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail. response:	Yes, if you, with your massive mana output, were to assist me,
context: to claim the Grail as recompense for ten years ago.\And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me, response:	I could summon the Grail right now.
context: And the Grail is as good as mine.\It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now. response:	This is your last chance, boy.
context: It would be child's play to grant you your wish.\You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy. response:	You wish to avoid senseless fighting, do you not?
context: You speak nonsense, Caster!\The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not? response:	Then serve me,
context: The Grail will not appear until but one Servant remains!\No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not?\Then serve me, response:	Saber's Master!
context: No, there is a way to claim the Grail without fighting.\As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not?\Then serve me,\Saber's Master! response:	Never.
context: As a Caster, I can sense the inner workings of the Grail.\Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not?\Then serve me,\Saber's Master!\Never. response:	I won't go along with that.
context: Yes, if you, with your massive mana output, were to assist me,\I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not?\Then serve me,\Saber's Master!\Never.\I won't go along with that. response:	Are you mad? Do you understand the position you are in?
context: I could summon the Grail right now.\This is your last chance, boy.\You wish to avoid senseless fighting, do you not?\Then serve me,\Saber's Master!\Never.\I won't go along with that.\Are you mad? Do you understand the position you are in? response:	I won't help a witch who treats people as food.
