context: Piano! response:	Piano...
context: You never see the score, playing it your own way,\composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play...\the way you did. response:	Nodame...
context: composing your own song!\How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play...\the way you did.\Nodame... response:	Yosh!
context: How could the orchestra possibly harmonize with you?\Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play...\the way you did.\Nodame...\Yosh! response:	If you want to do it that much, okay let me hear it.
context: Although Nodame do not see the score, I have heard Rachmaninoff a few times, I know it\Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play...\the way you did.\Nodame...\Yosh!\If you want to do it that much, okay let me hear it. response:	Eh?
context: Moreover, Senpai's piano sound...\still remains in my ears...\Nodame also wants to play...\the way you did.\Nodame...\Yosh!\If you want to do it that much, okay let me hear it.\Eh? response:	Your Rachmaninoff!
context: still remains in my ears...\Nodame also wants to play...\the way you did.\Nodame...\Yosh!\If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff! response:	Let's go to the school
context: Nodame also wants to play...\the way you did.\Nodame...\Yosh!\If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff!\Let's go to the school response:	It's better to have two pianos!
context: the way you did.\Nodame...\Yosh!\If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff!\Let's go to the school\It's better to have two pianos! response:	Senpai!
context: Nodame...\Yosh!\If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff!\Let's go to the school\It's better to have two pianos!\Senpai! response:	Let's go home!
context: Yosh!\If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff!\Let's go to the school\It's better to have two pianos!\Senpai!\Let's go home! response:	One more song, one more song!
context: If you want to do it that much, okay let me hear it.\Eh?\Your Rachmaninoff!\Let's go to the school\It's better to have two pianos!\Senpai!\Let's go home!\One more song, one more song! response:	Ehhh??
context: Eh?\Your Rachmaninoff!\Let's go to the school\It's better to have two pianos!\Senpai!\Let's go home!\One more song, one more song!\Ehhh?? response:	If you're just having fun playing, would you let us have a turn?
context: Your Rachmaninoff!\Let's go to the school\It's better to have two pianos!\Senpai!\Let's go home!\One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn? response:	Ha-hai!
context: Let's go to the school\It's better to have two pianos!\Senpai!\Let's go home!\One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai! response:	My pleasure!
context: It's better to have two pianos!\Senpai!\Let's go home!\One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure! response:	Nodame?!
context: Senpai!\Let's go home!\One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure!\Nodame?! response:	There!
context: Let's go home!\One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure!\Nodame?!\There! response:	I'll play the part of the Oke,
context: One more song, one more song!\Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure!\Nodame?!\There!\I'll play the part of the Oke, response:	and you play as usual
context: Ehhh??\If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure!\Nodame?!\There!\I'll play the part of the Oke,\and you play as usual response:	Imagine there's an Oke here.
context: If you're just having fun playing, would you let us have a turn?\Ha-hai!\My pleasure!\Nodame?!\There!\I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here. response:	Okay?
context: Ha-hai!\My pleasure!\Nodame?!\There!\I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here.\Okay? response:	Alright...you can start whenever you like.
context: My pleasure!\Nodame?!\There!\I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like. response:	The first pianissimo is played as fortessimo?
context: Nodame?!\There!\I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo? response:	What piece is this?!!
context: There!\I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!! response:	On top of that, it's fast!
context: I'll play the part of the Oke,\and you play as usual\Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast! response:	You can play this piece at this tempo??
context: and you play as usual\Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo?? response:	Rachmaninoff Piano Concerto No 2?
context: Imagine there's an Oke here.\Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2? response:	Is it Chiaki-sama who's playing it?
context: Okay?\Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it? response:	Eh...Chiaki-sama is accompanying it...
context: Alright...you can start whenever you like.\The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it?\Eh...Chiaki-sama is accompanying it... response:	It can't be!
context: The first pianissimo is played as fortessimo?\What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it?\Eh...Chiaki-sama is accompanying it...\It can't be! response:	So the one playing is...Nodame??
context: What piece is this?!!\On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it?\Eh...Chiaki-sama is accompanying it...\It can't be!\So the one playing is...Nodame?? response:	There are too many sounds...
context: On top of that, it's fast!\You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it?\Eh...Chiaki-sama is accompanying it...\It can't be!\So the one playing is...Nodame??\There are too many sounds... response:	As expected, you're composing, aren't you?!
context: You can play this piece at this tempo??\Rachmaninoff Piano Concerto No 2?\Is it Chiaki-sama who's playing it?\Eh...Chiaki-sama is accompanying it...\It can't be!\So the one playing is...Nodame??\There are too many sounds...\As expected, you're composing, aren't you?! response:	Moreover, she's already at it from the start.
