context: I got it. response:	Have you been possessed?
context: It was just an offhand comment.\It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind. response:	She doesn't mind at all that the snake stole Second Prince away 300 years ago...
context: It looks to be getting late.\Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago... response:	I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.
context: Lord Ye Hua, why don't you complete this task for me quickly\so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then. response:	Yuan Zhen is reincarnated into an imperial family.
context: so I can start helping Yuan Zhen through his trial?\Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family. response:	It is the Song family. His name is Song Yuan Zhen.
context: Why would Your Highness think of looking into Yuan Zhen's fate?\High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen. response:	He is named Crown Prince at 12 years old.
context: High Goddess Bai Qian promised Second Uncle's wife\that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old. response:	Now, he is almost 18 years old and his trial will soon commence.
context: that she would help Yuan Zhen through his trial.\Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence. response:	Yuan Zhen's mother in the Mortal Realm is a Noble Consort.
context: Aunt sure is kind.\She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort. response:	After she gave birth to Yuan Zhen
context: She doesn't mind at all that the snake stole Second Prince away 300 years ago...\I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen response:	she took him with her to a Taoist temple and became a nun.
context: I'll tell Your Highness about Yuan Zhen's story in the Mortal Realm then.\Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun. response:	When he turned 16
context: Yuan Zhen is reincarnated into an imperial family.\It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun.\When he turned 16 response:	she had Yuan Zhen's master send him back to the palace.
context: It is the Song family. His name is Song Yuan Zhen.\He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun.\When he turned 16\she had Yuan Zhen's master send him back to the palace. response:	Yuan Zhen's master
context: He is named Crown Prince at 12 years old.\Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun.\When he turned 16\she had Yuan Zhen's master send him back to the palace.\Yuan Zhen's master response:	is a servant sent by Sang Ji, the Water King of the North Sea
context: Now, he is almost 18 years old and his trial will soon commence.\Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun.\When he turned 16\she had Yuan Zhen's master send him back to the palace.\Yuan Zhen's master\is a servant sent by Sang Ji, the Water King of the North Sea response:	to look after Yuan Zhen.
context: Yuan Zhen's mother in the Mortal Realm is a Noble Consort.\After she gave birth to Yuan Zhen\she took him with her to a Taoist temple and became a nun.\When he turned 16\she had Yuan Zhen's master send him back to the palace.\Yuan Zhen's master\is a servant sent by Sang Ji, the Water King of the North Sea\to look after Yuan Zhen. response:	A servant?
