context: SIGNS oh god timer why did you do the op credits response:	OP
context: Two more mango lassis, then.\Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah.\Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka. response:	What's up, Kasuga?
context: Looks like you brought trouble along with you.\I don't think they're just here for a drink, though.\Yeah.\Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga? response:	Master. The PSIA may have had us from the start.
context: I don't think they're just here for a drink, though.\Yeah.\Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start. response:	Until a few years ago, a radical student group called the Revolutionary Alliance used this room.
context: Yeah.\Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room. response:	Put that together with our current situation, and...
context: Yeah, sure.\Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and... response:	It's not hard to see Eden of the East as a terrorist group.
context: Yeah, I was thinking the same thing.\The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group. response:	You're under arrest on suspicion of trespass and subversive activity!
context: The details implied she was in Tokyo,\but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity! response:	Come out with your hands up!
context: but it looks like III is really in Fukuoka.\What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up! response:	What's wrong, Panties?
context: What's up, Kasuga?\Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties? response:	Hey, Pan -
context: Master. The PSIA may have had us from the start.\Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties?\Hey, Pan - response:	I prepared a hiding place just in case this happened.
context: Until a few years ago, a radical student group called the Revolutionary Alliance used this room.\Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened. response:	Over here.
context: Put that together with our current situation, and...\It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened.\Over here. response:	Isn't that a bit cramped for two?
context: It's not hard to see Eden of the East as a terrorist group.\You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two? response:	Hey.
context: You're under arrest on suspicion of trespass and subversive activity!\Come out with your hands up!\What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two?\Hey. response:	Kasuga.
context: Come out with your hands up!\What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two?\Hey.\Kasuga. response:	Did you dig this yourself?
context: What's wrong, Panties?\Hey, Pan -\I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two?\Hey.\Kasuga.\Did you dig this yourself? response:	It's an illusion.
context: Hey, Pan -\I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two?\Hey.\Kasuga.\Did you dig this yourself?\It's an illusion. response:	Is what I want to say, but this tunnel was dug far out to the east during
context: I prepared a hiding place just in case this happened.\Over here.\Isn't that a bit cramped for two?\Hey.\Kasuga.\Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during response:	the revolutionary movements of the'60s, when the Red Army requested
context: Over here.\Isn't that a bit cramped for two?\Hey.\Kasuga.\Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested response:	the student movement's participation in the anti-Narita protests.
context: Isn't that a bit cramped for two?\Hey.\Kasuga.\Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested\the student movement's participation in the anti-Narita protests. response:	Never thought I'd be saved by a tunnel the baby boomers dug for their protests.
context: Hey.\Kasuga.\Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested\the student movement's participation in the anti-Narita protests.\Never thought I'd be saved by a tunnel the baby boomers dug for their protests. response:	It's thrilling using the relics of that terrible generation to escape our enemies!
context: Kasuga.\Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested\the student movement's participation in the anti-Narita protests.\Never thought I'd be saved by a tunnel the baby boomers dug for their protests.\It's thrilling using the relics of that terrible generation to escape our enemies! response:	Maybe we need to take things like that and make them our own.
context: Did you dig this yourself?\It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested\the student movement's participation in the anti-Narita protests.\Never thought I'd be saved by a tunnel the baby boomers dug for their protests.\It's thrilling using the relics of that terrible generation to escape our enemies!\Maybe we need to take things like that and make them our own. response:	Glad to see you back, Takizawa.
context: It's an illusion.\Is what I want to say, but this tunnel was dug far out to the east during\the revolutionary movements of the'60s, when the Red Army requested\the student movement's participation in the anti-Narita protests.\Never thought I'd be saved by a tunnel the baby boomers dug for their protests.\It's thrilling using the relics of that terrible generation to escape our enemies!\Maybe we need to take things like that and make them our own.\Glad to see you back, Takizawa. response:	Tak!
