context: Intro response:	Mwahaha.
context: It was the first time I used a credit card to buy something expensive in installments.\There're so many questions I want to ask, but first...\Who the hell's Urushihara?\Lucifer.\What?!\What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later. response:	Sorry I disturbed you.
context: There're so many questions I want to ask, but first...\Who the hell's Urushihara?\Lucifer.\What?!\What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you. response:	Thank you very much!
context: Who the hell's Urushihara?\Lucifer.\What?!\What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you.\Thank you very much! response:	You're incredible, Maou.
context: Lucifer.\What?!\What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you.\Thank you very much!\You're incredible, Maou. response:	You haven't even been working for a year,
context: What?!\What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you.\Thank you very much!\You're incredible, Maou.\You haven't even been working for a year, response:	but you've already been made a shift manager!
context: What do you mean, Lucifer?!\Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you.\Thank you very much!\You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager! response:	Really?
context: Don't tell me he's staying at Castle Overlord\Later.\Sorry I disturbed you.\Thank you very much!\You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager!\Really? response:	Still, I'm just a stand-in manager for when the real one isn't around.
context: Later.\Sorry I disturbed you.\Thank you very much!\You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around. response:	Oh, but wait...
context: Sorry I disturbed you.\Thank you very much!\You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait... response:	Does that mean that for a limited time, even if it's only a small number of people,
context: Thank you very much!\You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people, response:	you get to rule over humans?
context: You're incredible, Maou.\You haven't even been working for a year,\but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans? response:	I won't let that happen.
context: You haven't even been working for a year,\but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen. response:	Emi!
context: but you've already been made a shift manager!\Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen.\Emi! response:	We need to talk.
context: Really?\Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen.\Emi!\We need to talk. response:	I'm working, as you can see.
context: Still, I'm just a stand-in manager for when the real one isn't around.\Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen.\Emi!\We need to talk.\I'm working, as you can see. response:	Save it for later.
context: Oh, but wait...\Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen.\Emi!\We need to talk.\I'm working, as you can see.\Save it for later. response:	And who was it that first prank-called me when I was working?
context: Does that mean that for a limited time, even if it's only a small number of people,\you get to rule over humans?\I won't let that happen.\Emi!\We need to talk.\I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working? response:	U-Um...
context: you get to rule over humans?\I won't let that happen.\Emi!\We need to talk.\I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working?\U-Um... response:	Would you like to try our promotional JalapeNo Fries?
context: I won't let that happen.\Emi!\We need to talk.\I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries? response:	Yeah, I can't play any online games with these specs.
context: Emi!\We need to talk.\I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs. response:	Oh, how I want to play a game.
context: We need to talk.\I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game. response:	Hm?
context: I'm working, as you can see.\Save it for later.\And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm? response:	Tokyo Suburbs Scary Spots!! Shibuya Edition
context: Save it for later.\And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition response:	The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer
context: And who was it that first prank-called me when I was working?\U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer response:	Isn't this...
context: U-Um...\Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this... response:	Cappadocia?
context: Would you like to try our promotional JalapeNo Fries?\Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia? response:	We can't discount the possibility that this is a sign
context: Yeah, I can't play any online games with these specs.\Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign response:	a lesser demon once fell to this world and lived there.
context: Oh, how I want to play a game.\Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign\a lesser demon once fell to this world and lived there. response:	If that's true, then we might be able to replenish our magic.
context: Hm?\Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign\a lesser demon once fell to this world and lived there.\If that's true, then we might be able to replenish our magic. response:	But traveling to Turkey?
context: Tokyo Suburbs Scary Spots!! Shibuya Edition\The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign\a lesser demon once fell to this world and lived there.\If that's true, then we might be able to replenish our magic.\But traveling to Turkey? response:	I wonder how many months Milord would have to work to pay for that.
context: The Seven Mysteries of Sasahata North High... The Forbidden Classroom, etc. Koushuu Highway's Jet Geezer\Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign\a lesser demon once fell to this world and lived there.\If that's true, then we might be able to replenish our magic.\But traveling to Turkey?\I wonder how many months Milord would have to work to pay for that. response:	From the landlord?
context: Isn't this...\Cappadocia?\We can't discount the possibility that this is a sign\a lesser demon once fell to this world and lived there.\If that's true, then we might be able to replenish our magic.\But traveling to Turkey?\I wonder how many months Milord would have to work to pay for that.\From the landlord? response:	Good work.
