context: Jack response:	ED
context: Yeah.\This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger.\You seem quiet today. response:	Aren't you happy?
context: This is what Niizuma Eiji has to be.\Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger.\You seem quiet today.\Aren't you happy? response:	I'm happy and all pumped up.
context: Don't forget, our results aren't out yet.\So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger.\You seem quiet today.\Aren't you happy?\I'm happy and all pumped up. response:	Okay, then.
context: So, please make a serialization storyboard for Zombie Gun.\Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger.\You seem quiet today.\Aren't you happy?\I'm happy and all pumped up.\Okay, then. response:	Th-This is...
context: Put everything you have into it and make it as good as you can\in the time you have until the committee meets.\Roger.\You seem quiet today.\Aren't you happy?\I'm happy and all pumped up.\Okay, then.\Th-This is... response:	That can't be right.
context: in the time you have until the committee meets.\Roger.\You seem quiet today.\Aren't you happy?\I'm happy and all pumped up.\Okay, then.\Th-This is...\That can't be right. response:	This is just...
context: Roger.\You seem quiet today.\Aren't you happy?\I'm happy and all pumped up.\Okay, then.\Th-This is...\That can't be right.\This is just... response:	W-Well?
context: You seem quiet today.\Aren't you happy?\I'm happy and all pumped up.\Okay, then.\Th-This is...\That can't be right.\This is just...\W-Well? response:	Final results for Issue 20: Reversi is in 1st,
context: Aren't you happy?\I'm happy and all pumped up.\Okay, then.\Th-This is...\That can't be right.\This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st, response:	with PCP in 4th.
context: I'm happy and all pumped up.\Okay, then.\Th-This is...\That can't be right.\This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th. response:	First place!
context: Okay, then.\Th-This is...\That can't be right.\This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place! response:	He said a new record's been set for a one-shot.
context: Th-This is...\That can't be right.\This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place!\He said a new record's been set for a one-shot. response:	But Zombie Gun did that just last week!
context: That can't be right.\This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week! response:	Well, he said Reversi went past Zombie Gun's 692 votes,
context: This is just...\W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes, response:	setting a new record with 694 votes.
context: W-Well?\Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes. response:	Wow!
context: Final results for Issue 20: Reversi is in 1st,\with PCP in 4th.\First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow! response:	Awesome!
context: with PCP in 4th.\First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow!\Awesome! response:	Awesome!
context: First place!\He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow!\Awesome!\Awesome! response:	I told you it was gonna be fine!
context: He said a new record's been set for a one-shot.\But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow!\Awesome!\Awesome!\I told you it was gonna be fine! response:	No you didn't, you liar!
context: But Zombie Gun did that just last week!\Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow!\Awesome!\Awesome!\I told you it was gonna be fine!\No you didn't, you liar! response:	I didn't? Well, I always thought we'd do pretty well, at least!
context: Well, he said Reversi went past Zombie Gun's 692 votes,\setting a new record with 694 votes.\Wow!\Awesome!\Awesome!\I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least! response:	I'm gonna call Kaya!
context: setting a new record with 694 votes.\Wow!\Awesome!\Awesome!\I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya! response:	I'll text Azuki, then!
context: Wow!\Awesome!\Awesome!\I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then! response:	Just you wait!
context: Awesome!\Awesome!\I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then!\Just you wait! response:	Huh? Where'd my phone go?
context: Awesome!\I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then!\Just you wait!\Huh? Where'd my phone go? response:	Who would've thought the record would be broken in a week?
context: I told you it was gonna be fine!\No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then!\Just you wait!\Huh? Where'd my phone go?\Who would've thought the record would be broken in a week? response:	They told me to take Zombie Gun to serialization.
context: No you didn't, you liar!\I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then!\Just you wait!\Huh? Where'd my phone go?\Who would've thought the record would be broken in a week?\They told me to take Zombie Gun to serialization. response:	The deadline for storyboards is next week,
context: I didn't? Well, I always thought we'd do pretty well, at least!\I'm gonna call Kaya!\I'll text Azuki, then!\Just you wait!\Huh? Where'd my phone go?\Who would've thought the record would be broken in a week?\They told me to take Zombie Gun to serialization.\The deadline for storyboards is next week, response:	so please don't lose motivation over this.
