context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: A way to kill Mitty without making her suffer.\There must be one somewhere out there...\Somewhere...\Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone. response:	Immediately afterward, the surrounding air burns up to nothing...
context: There must be one somewhere out there...\Somewhere...\Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing... response:	It's just like the Incinerator!
context: Somewhere...\Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator! response:	If you were to use it... then Mitty...
context: Sparagmos.\The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty... response:	H-hold on a minute!
context: The light that returns to the cardinal point.\There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute! response:	Uh...
context: There was a certain Relic that he called that.\One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute!\Uh... response:	Has Mitty...
context: One of Mitty's eyes was squashed by it, and that's the only part of her that doesn't regenerate.\Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute!\Uh...\Has Mitty... response:	Has Mitty truly lost her humanity?!
context: Any spot it hits disappears as if it's completely come undone.\Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute!\Uh...\Has Mitty...\Has Mitty truly lost her humanity?! response:	She responds to people calling her, and-
context: Immediately afterward, the surrounding air burns up to nothing...\It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute!\Uh...\Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and- response:	Those are just reflexes.
context: It's just like the Incinerator!\If you were to use it... then Mitty...\H-hold on a minute!\Uh...\Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes. response:	No matter what I tried, real communication between us proved impossible.
context: If you were to use it... then Mitty...\H-hold on a minute!\Uh...\Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible. response:	But even so... her eye...
context: H-hold on a minute!\Uh...\Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye... response:	I'm sure you've seen it, too...
context: Uh...\Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too... response:	Even now, I have a feeling that Mitty's...
context: Has Mitty...\Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too...\Even now, I have a feeling that Mitty's... response:	that Mitty's soul is imprisoned within that body.
context: Has Mitty truly lost her humanity?!\She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too...\Even now, I have a feeling that Mitty's...\that Mitty's soul is imprisoned within that body. response:	Please...
context: She responds to people calling her, and-\Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too...\Even now, I have a feeling that Mitty's...\that Mitty's soul is imprisoned within that body.\Please... response:	give me some time to think.
context: Those are just reflexes.\No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too...\Even now, I have a feeling that Mitty's...\that Mitty's soul is imprisoned within that body.\Please...\give me some time to think. response:	Hmm... I understand.
context: No matter what I tried, real communication between us proved impossible.\But even so... her eye...\I'm sure you've seen it, too...\Even now, I have a feeling that Mitty's...\that Mitty's soul is imprisoned within that body.\Please...\give me some time to think.\Hmm... I understand. response:	N-Nanachi...?
