context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: And we don't need two baldies!\Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook. response:	That's why your wife left you, Matsuo.
context: Who are you to talk?! You're a girl, so talk like one!\And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo. response:	Anyway, Mr. Kawano will be arriving soon,
context: And my head's not bald, it's just shaved!\Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon, response:	so we're gonna skip practice and have a meeting instead.
context: Well, I'm not naturally bald either...\Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead. response:	Come to the studio's conference room when you're done eating.
context: Oh! Smells good in here.\Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating. response:	Man, it's cold! What's with this?!
context: Ah, Matsuo! If you haven't eaten, would you care to join us?\- I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?! response:	This is crazy. It's still September.
context: - I'll pass. - Eat it.\I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September. response:	What happened to global warming?
context: I've decided to eat with the staff when it's Nana's turn to cook.\That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming? response:	What's global warming?
context: That's why your wife left you, Matsuo.\Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming?\What's global warming? response:	Read the newspaper.
context: Anyway, Mr. Kawano will be arriving soon,\so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming?\What's global warming?\Read the newspaper. response:	THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.
context: so we're gonna skip practice and have a meeting instead.\Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming?\What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. response:	THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,
context: Come to the studio's conference room when you're done eating.\Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming?\What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular, response:	THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,
context: Man, it's cold! What's with this?!\This is crazy. It's still September.\What happened to global warming?\What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us, response:	THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.
context: This is crazy. It's still September.\What happened to global warming?\What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient. response:	THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.
context: What happened to global warming?\What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. response:	BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.
context: What's global warming?\Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. response:	BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,
context: Read the newspaper.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us, response:	BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.
context: THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo. response:	Above all, I appreciate the clean air and seeing the sky full of stars at night.
context: THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. These facilities belong to Gaia and the equipment is all spectacular,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.\Above all, I appreciate the clean air and seeing the sky full of stars at night. response:	ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. Above all, I appreciate the clean air and seeing the sky full of stars at night.
context: THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. but there's nothing but forest and lakes around us,\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.\Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. Above all, I appreciate the clean air and seeing the sky full of stars at night. response:	ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA.
context: THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT. which makes life inconvenient.\THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.\Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. response:	ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. For some reason, whenever I see something that sparkles,
context: THESE FACILITIES BELONG TO GAIA AND THE EQUIPMENT IS ALL SPECTACULAR, BUT THERE'S NOTHING BUT FOREST AND LAKES AROUND US, WHICH MAKES LIFE INCONVENIENT.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.\Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. For some reason, whenever I see something that sparkles, response:	ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. I'm reminded of you, Reira. I wonder why.
context: BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO.\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. But at least for now, the press hasn't come after us,\BUT AT LEAST FOR NOW, THE PRESS HASN'T COME AFTER US, SO IT'S A LOT MORE PEACEFUL THAN BEING IN TOKYO. so it's a lot more peaceful than being in Tokyo.\Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. Above all, I appreciate the clean air and seeing the sky full of stars at night.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA.\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. For some reason, whenever I see something that sparkles,\ABOVE ALL, I APPRECIATE THE CLEAN AIR AND SEEING THE SKY FULL OF STARS AT NIGHT. FOR SOME REASON, WHENEVER I SEE SOMETHING THAT SPARKLES, I'M REMINDED OF YOU, REIRA. I'm reminded of you, Reira. I wonder why. response:	I WONDER WHY. I REALLY DON'T KNOW. I'm reminded of you, Reira. I wonder why.
