context: Hang in there! response:	Reach out your hand!
context: It was a real pain finding this place, you know.\Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem\Ahem\Ahem response:	So warm...
context: Want to know how I found it?\You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem\Ahem\Ahem\So warm... response:	Aaah!
context: You want to know, right? Right?\Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem\Ahem\Ahem\So warm...\Aaah! response:	Aaah!
context: Believe it or not, it was the great Nanami's specially made white talisman...\Ahem\Ahem\Ahem\Ahem\So warm...\Aaah!\Aaah! response:	Aaah!
context: Ahem\Ahem\Ahem\Ahem\So warm...\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Ahem\Ahem\Ahem\So warm...\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Ahem\Ahem\So warm...\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Ahem\So warm...\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: So warm...\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	Aaah!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah! response:	What are you doing, blindsiding me like that?!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\What are you doing, blindsiding me like that?! response:	My heart belongs to Tomoe, the most beautiful fox ever!
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever! response:	Tomoe?
context: Aaah!\Aaah!\Aaah!\Aaah!\Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe? response:	What's wrong?
context: Aaah!\Aaah!\Aaah!\Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong? response:	You look kind of pale.
context: Aaah!\Aaah!\Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong?\You look kind of pale. response:	Ow!
context: Aaah!\Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong?\You look kind of pale.\Ow! response:	You should've hightailed it out of here by yourself.
context: Aaah!\What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong?\You look kind of pale.\Ow!\You should've hightailed it out of here by yourself. response:	Why did you go through the trouble of saving me?
context: What are you doing, blindsiding me like that?!\My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong?\You look kind of pale.\Ow!\You should've hightailed it out of here by yourself.\Why did you go through the trouble of saving me? response:	What?
context: My heart belongs to Tomoe, the most beautiful fox ever!\Tomoe?\What's wrong?\You look kind of pale.\Ow!\You should've hightailed it out of here by yourself.\Why did you go through the trouble of saving me?\What? response:	You could've gone back to the surface by yourself, right?
